,name,rating,provider,lat,lon,city
440,"Donas Döner, Çankaya (Kızılay Meşrutiyet Mah.)",4.3,GETIR,39.9334,32.8597,ANKARA
441,"Hüdaverdi Pasta & Bistro, Çankaya (Sokullu Mehmet Paşa Mah.)",4.5,GETIR,39.9334,32.8597,ANKARA
442,Köfteci Yusuf,3.8,YEMEK_SEPETI,39.9334,32.8597,ANKARA
443,"Pınar Köfte, Merkez (Doğukent Mah.)",3.9,GETIR,38.6748,39.2225,ELAZIĞ
444,Aksaray Çiğ Köfte (İskenderpaşa Mah.),3.7,GETIR,41.0082,28.9784,ISTANBUL
445,"Hosta, Çankaya (Kızılay Mah. - Necatibey Cad.)",4.6,GETIR,39.9334,32.8597,ANKARA
446,"Devrez, Çankaya (Küçükesat Mah.)",4.7,GETIR,39.9334,32.8597,ANKARA
447,Kardeşler Uygur Mutfağı (Kavaklıdere Mah.),4.5,GETIR,39.9334,32.8597,ANKARA
448,Pizza Lazza,4.2,YEMEK_SEPETI,39.9334,32.8597,ANKARA
449,"Komagene Etsiz Çiğ Köfte, Çankaya (Remzi Oğuz Arık Mah.)",4.4,GETIR,39.9334,32.8597,ANKARA
450,Chef Kajun & Burger,3.8,YEMEK_SEPETI,39.9334,32.8597,ANKARA
451,Lilium Lounge,3.9,YEMEK_SEPETI,38.6748,39.2225,ELAZIĞ
452,Burger Yiyelim,4.0,YEMEK_SEPETI,41.0082,28.9784,ISTANBUL
453,Dilek Pastanesi & Restaurant (Akşemsettin Mah.),4.2,GETIR,41.0082,28.9784,ISTANBUL
454,Çiğ Köfteci Selim Bey (Kalenderhane Mah.),4.7,GETIR,41.0082,28.9784,ISTANBUL
455,"Sake China, Çankaya (Esatoğlu Mah.)",4.6,GETIR,39.9334,32.8597,ANKARA
456,Bolulu Hasan Usta (Hobyar Mah.),4.8,GETIR,41.0082,28.9784,ISTANBUL
457,"Öncü Döner, Cebeci",4.5,GETIR,39.9334,32.8597,ANKARA
458,Kumrucu Çeto,3.5,YEMEK_SEPETI,39.9334,32.8597,ANKARA
459,Hamitbey Baklava & Börek (Bahçelievler Mah.),0.0,GETIR,41.0082,28.9784,ISTANBUL
460,"New Orleans Cafe, Bahçelievler (Azerbaycan Cad.)",4.3,GETIR,39.9334,32.8597,ANKARA
461,Can Watan Cafe (Aksaray Mah.),3.7,GETIR,41.0082,28.9784,ISTANBUL
462,"Popeyes, Merkez (Cumhuriyet Mah.)",3.7,GETIR,38.6748,39.2225,ELAZIĞ
463,"Little Caesars Pizza, Altındağ (Hacettepe Mah.)",3.8,GETIR,39.9334,32.8597,ANKARA
464,"Bazlamos, Çankaya (Yücetepe Mah.)",4.0,GETIR,39.9334,32.8597,ANKARA
465,Espressolab (Hobyar Mah.)   ,0.0,GETIR,41.0082,28.9784,ISTANBUL
466,"Raven Food & More, Çankaya (Mebusevleri Mah.)",4.5,GETIR,39.9334,32.8597,ANKARA
467,Gabo Kitchen Vegan (Yukarı Bahçelievler Mah.),4.6,GETIR,39.9334,32.8597,ANKARA
468,Maydonoz Döner,3.7,YEMEK_SEPETI,41.0082,28.9784,ISTANBUL
469,Barney's Burger (Akşemsettin Mah.),0.0,GETIR,41.0082,28.9784,ISTANBUL
470,Çağlayan Börek (Tuzluçayır Mah.),4.3,GETIR,39.9334,32.8597,ANKARA
471,Fast Pizza (Küçük Piyale Mah.),3.9,GETIR,41.0082,28.9784,ISTANBUL
472,GERMEÇ PİLİÇ ANITTEPE,4.2,YEMEK_SEPETI,39.9334,32.8597,ANKARA
473,Hanedan İskender & Kebap,3.7,YEMEK_SEPETI,39.9334,32.8597,ANKARA
474,"Ay Işığı Tatlıcısı, Çankaya (Ön Cebeci Mah.)",4.5,GETIR,39.9334,32.8597,ANKARA
475,"My Döner, Elazığ (Ataşehir Mah.)",4.1,GETIR,38.6748,39.2225,ELAZIĞ
476,"Meşhur Özçelik Aspava, Çankaya (Maltepe Mah.)",4.5,GETIR,39.9334,32.8597,ANKARA
477,"Hazar Köfte & Izgara, Merkez (Ataşehir Mah.)",4.2,GETIR,38.6748,39.2225,ELAZIĞ
478,Pizza Darts (Cihangir Mah.),4.8,GETIR,41.0082,28.9784,ISTANBUL
479,Tatlıses Çiğ Köfte,5.0,YEMEK_SEPETI,38.6748,39.2225,ELAZIĞ
480,Can Lokantası,4.2,YEMEK_SEPETI,38.6748,39.2225,ELAZIĞ
481,"Öykü İskenderun Ateşi, Merkez (Yeni Mah.)",3.4,GETIR,38.6748,39.2225,ELAZIĞ
482,Tezveren Baba Ocakbaşı,4.7,YEMEK_SEPETI,41.0082,28.9784,ISTANBUL
483,"Beylerbeyi Pide 9, Çankaya (Ön Cebeci Mah.)",4.6,GETIR,39.9334,32.8597,ANKARA
484,"Serince Çiğ Köfte, Mamak (Abidinpaşa Mah.)",3.7,GETIR,39.9334,32.8597,ANKARA
485,Esat Özçelik Aspava Çankaya (Barbaros Mah.),4.6,GETIR,39.9334,32.8597,ANKARA
486,Dürümcü Cengiz Ciğer & Kebap & Künefe (Şehremini Mah.),4.5,GETIR,41.0082,28.9784,ISTANBUL
487,Amcanın Yeri,4.3,YEMEK_SEPETI,38.6748,39.2225,ELAZIĞ
488,"Burger King, Merkez (Nailbey Mah.)",3.9,GETIR,38.6748,39.2225,ELAZIĞ
489,Sarıhan Gurme (Gökalp Mah.),4.4,GETIR,41.0082,28.9784,ISTANBUL
490,"Sostime Döner, Çankaya (Maltepe Mah.)",4.0,GETIR,39.9334,32.8597,ANKARA
491,Gurme İzmir Kumrucusu (İskenderpaşa Mah.),4.4,GETIR,41.0082,28.9784,ISTANBUL
492,"Şampiyon Kokoreç, Merkez (Sürsürü Mah.)",4.2,GETIR,38.6748,39.2225,ELAZIĞ
493,Terra Pizza - Pizza Pizza,4.5,YEMEK_SEPETI,39.9334,32.8597,ANKARA
494,Beast Burger & Pasta (Fakülteler Mah.),3.9,GETIR,39.9334,32.8597,ANKARA
495,"Chabo, Çankaya (Çamlıtepe Mah.)   ",4.3,GETIR,39.9334,32.8597,ANKARA
496,Kokoreççi Yusuf Usta (Cerrahpaşa Mah.),3.2,GETIR,41.0082,28.9784,ISTANBUL
497,"Cajun Lab, Çankaya (Beşevler Mah.)",4.6,GETIR,39.9334,32.8597,ANKARA
498,"Sushi Home, Çankaya, Kavaklıdere",4.4,GETIR,39.9334,32.8597,ANKARA
499,Royal Dessert (Seyyid Ömer Mah.),4.5,GETIR,41.0082,28.9784,ISTANBUL
500,Krapfen & Donut Store (Maltepe Mah.),3.4,GETIR,41.0082,28.9784,ISTANBUL
501,"Heybeli Kebap, Çankaya (Kocatepe Mah.)",3.7,GETIR,39.9334,32.8597,ANKARA
502,"Özenir Urfalı Kebap, Altındağ (Güneşevler Mah.)",4.4,GETIR,39.9334,32.8597,ANKARA
503,Erdemli Tantuni (Maltepe Mah.),3.8,GETIR,39.9334,32.8597,ANKARA
504,Tarihi Fatih İşkembecisi,3.3,YEMEK_SEPETI,41.0082,28.9784,ISTANBUL
505,"Ganache Dessert & Drink, Çankaya (Yücetepe Mah.)",4.1,GETIR,39.9334,32.8597,ANKARA
506,Battalbey Çiğ Köfte,0.0,YEMEK_SEPETI,38.6748,39.2225,ELAZIĞ
507,Güler Restaurant (Kemalpaşa Mah.),4.8,GETIR,41.0082,28.9784,ISTANBUL
508,Al-Bi Kokoreç & Kumru; Çamlıtepe (İleri Mah.),4.7,GETIR,39.9334,32.8597,ANKARA
509,"Halil İbrahim Sofrası, Merkez (Kültür Mah.)",4.3,GETIR,38.6748,39.2225,ELAZIĞ
510,"Kumrucu Fast Food, Mamak (Tuzluçayır Mah.)",4.2,GETIR,39.9334,32.8597,ANKARA
511,Oses Çiğ Köfte (Muhsine Hatun Mah.),0.0,GETIR,41.0082,28.9784,ISTANBUL
512,"Hammm Burger, Merkez (Üniversite Mah.)",0.0,GETIR,38.6748,39.2225,ELAZIĞ
513,"Çalışkan Meze Evi, Mamak (Abidinpaşa Mah.)  ",3.9,GETIR,39.9334,32.8597,ANKARA
514,"Fil'iz Kumpir & Waffle & Cafe, Çankaya (Bahçelievler Mah.)",4.7,GETIR,39.9334,32.8597,ANKARA
515,Espressolab,3.8,YEMEK_SEPETI,41.0082,28.9784,ISTANBUL
516,Kaymaklava Çankaya (Yücetepe Mah.),4.5,GETIR,39.9334,32.8597,ANKARA
517,"Komagene Etsiz Çiğ Köfte, Çankaya (Kocatepe Mah.-Mithatpaşa Cd.)",4.7,GETIR,39.9334,32.8597,ANKARA
518,Komagene Etsiz Çiğ Köfte (Yargıç Naim Oktay Sk.)  ,3.9,GETIR,41.0082,28.9784,ISTANBUL
519,"Cajun Dünyası, Çankaya (Beşevler Mah.)",4.3,GETIR,39.9334,32.8597,ANKARA
520,Good Beef Homemade Burger (Bahçelievler Mah.),4.3,GETIR,39.9334,32.8597,ANKARA
521,"Marmaris Büfe, Fatih (İskenderpaşa Mah.)",4.6,GETIR,41.0082,28.9784,ISTANBUL
522,"Buhara Kadayıf, Merkez (Nailbey Mah.)",4.1,GETIR,38.6748,39.2225,ELAZIĞ
523,"Komagene Etsiz Çiğ Köfte, Merkez (İzzet Paşa Mah.)",4.3,GETIR,38.6748,39.2225,ELAZIĞ
524,"Cengo Yer Miyiz, Çankaya (Ön Cebeci Mah.)  ",0.0,GETIR,39.9334,32.8597,ANKARA
525,"Misbay Döner, Mamak (Balkiraz Mah.)",4.5,GETIR,39.9334,32.8597,ANKARA
526,"Komagene Etsiz Çiğ Köfte, Çankaya (Gazi Mustafa Kemal Blv.)",4.3,GETIR,39.9334,32.8597,ANKARA
527,Seyidoğlu Baklava & Pasta Cafe (Esenler - Kazım Karabekir Mah.),4.2,GETIR,41.0082,28.9784,ISTANBUL
528,"Aras Et Lokantası, Altındağ (Hacıbayram Mah.)",4.3,GETIR,39.9334,32.8597,ANKARA
529,Anas Chicken (Rüstempaşa Mah.),4.3,GETIR,41.0082,28.9784,ISTANBUL
530,"Hasan Usta Tantuni, Beşevler (Mebusevleri Mah.)",4.7,GETIR,39.9334,32.8597,ANKARA
531,"Etlik Pilavcısı, Keçiören (Aşağı Eğlence Mah.)",4.3,GETIR,39.9334,32.8597,ANKARA
532,"Özer Çeşme Pide Fırını, Merkez (Sanayi Mah.)",4.0,GETIR,38.6748,39.2225,ELAZIĞ
533,"Büklüm Pide, Kebap, Çankaya (Kavaklıdere Mah.)",4.7,GETIR,39.9334,32.8597,ANKARA
534,Angry Waffle,4.0,YEMEK_SEPETI,39.9334,32.8597,ANKARA
535,"31 Antakya Dürüm, Çankaya (Balgat Mah.)",4.3,GETIR,39.9334,32.8597,ANKARA
536,Doycan Pide Kebap Lahmacun (Maltepe Mah.),4.7,GETIR,39.9334,32.8597,ANKARA
537,Arpaçı Pide & Lahmacun,4.3,YEMEK_SEPETI,38.6748,39.2225,ELAZIĞ
538,"Komagene Etsiz Çiğ Köfte, Çankaya (Emek Mah.)  ",3.6,GETIR,39.9334,32.8597,ANKARA
539,"Ekleristan, Çankaya (Kocatepe Mah.)",4.3,GETIR,39.9334,32.8597,ANKARA
540,"Komagene Etsiz Çiğ Köfte, Mamak (Demirlibahçe Mah.)",4.4,GETIR,39.9334,32.8597,ANKARA
541,Öz Pilavcı Kardeşler (Ali Kuşçu Mah.),4.1,GETIR,41.0082,28.9784,ISTANBUL
542,Kurtuluş Ocakbaşı (Duatepe Mah.)   ,4.4,GETIR,41.0082,28.9784,ISTANBUL
543,Merkez Karadeniz Pide & Kebap Salonu (Sururi Mah.),0.0,GETIR,41.0082,28.9784,ISTANBUL
544,"Nusret Gurme, Merkez (Doğu Kent Mah.)",4.1,GETIR,38.6748,39.2225,ELAZIĞ
545,"Can Lokantası, Merkez (Rızaiye Mah.)",4.5,GETIR,38.6748,39.2225,ELAZIĞ
546,"Yıldız Aspava, Çankaya (Emek Mah.)",4.8,GETIR,39.9334,32.8597,ANKARA
547,"Çiçek Börek, Merkez (Çarşı Mah.)",3.8,GETIR,38.6748,39.2225,ELAZIĞ
548,McDonald's (Kennedy Cad.)   ,3.4,GETIR,41.0082,28.9784,ISTANBUL
549,Serince Çiğ Köfte Çankaya (Fidanlık Mah.),4.0,GETIR,39.9334,32.8597,ANKARA
550,Ercan Burger (Aksaray Mah.),3.8,GETIR,41.0082,28.9784,ISTANBUL
551,"Etiler Marmaris, Fatih (Vatan Cad.)",3.4,GETIR,41.0082,28.9784,ISTANBUL
552,Veganarsist (Balat Mah.),0.0,GETIR,41.0082,28.9784,ISTANBUL
553,"Öz Urfa Kebapçısı, Altındağ (Zübeyde Hanım Mah. - İskitler)",4.3,GETIR,39.9334,32.8597,ANKARA
554,Korykos Mersin Tantuni (Mebusevleri Mah.),4.6,GETIR,39.9334,32.8597,ANKARA
555,"Basmaaltı Pilavcısı, Çankaya (Emek Mah.)   ",4.3,GETIR,39.9334,32.8597,ANKARA
556,"Maydonoz Döner, Merkez (Üniversite Mah.)",4.1,GETIR,38.6748,39.2225,ELAZIĞ
557,"China Box, Çankaya (Alacaatlı Mah.)",4.4,GETIR,39.9334,32.8597,ANKARA
558,Cebeci Midyecisi (Cebeci Mah.),3.9,GETIR,39.9334,32.8597,ANKARA
559,"Bereket Döner, Çankaya (Cebeci Mah.)",3.6,GETIR,39.9334,32.8597,ANKARA
560,"Müslüm Waffle, Çankaya (Kızılay Mah.)",4.8,GETIR,39.9334,32.8597,ANKARA
561,China Magic Box Sushi (Cihangir Mah.),4.4,GETIR,41.0082,28.9784,ISTANBUL
562,Koçoğlu Elazığ Sofrası,4.1,YEMEK_SEPETI,38.6748,39.2225,ELAZIĞ
563,Oses Çiğ Köfte,4.2,YEMEK_SEPETI,38.6748,39.2225,ELAZIĞ
564,Rahmi Usta Dürümce Kebap,3.9,YEMEK_SEPETI,39.9334,32.8597,ANKARA
565,Tarihi Fatih İşkembecisi (İskenderpaşa Mah.),3.5,GETIR,41.0082,28.9784,ISTANBUL
566,"Origano Pizza & Bakery, Çankaya (Kazım Özalp Mah.)",4.5,GETIR,39.9334,32.8597,ANKARA
567,"Komagene Etsiz Çiğ Köfte, Çankaya (Barbaros Mah.)",4.2,GETIR,39.9334,32.8597,ANKARA
568,"Gedikler Izgara Kilo Mangal, Merkez (Yeni 1. Bölge Mah.)",3.9,GETIR,38.6748,39.2225,ELAZIĞ
569,"Fafello, Çankaya (Bahçelievler Mah.)",4.6,GETIR,39.9334,32.8597,ANKARA
570,Salkım Kilo Mangal,3.4,YEMEK_SEPETI,38.6748,39.2225,ELAZIĞ
571,Köfteci Korkmaz Usta,3.7,YEMEK_SEPETI,38.6748,39.2225,ELAZIĞ
572,"Kovada Et&Tavuk&Döner, Çankaya (Fakülteler Mah.)  ",3.4,GETIR,39.9334,32.8597,ANKARA
573,"Hatayca, Çankaya (Barbaros Mah.)   ",4.3,GETIR,39.9334,32.8597,ANKARA
574,Pizza Hut,3.1,YEMEK_SEPETI,39.9334,32.8597,ANKARA
575,"Komagene Etsiz Çiğ Köfte, Merkez (Mustafa Paşa Mah.)  ",3.6,GETIR,38.6748,39.2225,ELAZIĞ
576,Domino's Pizza (Hoca Paşa Mah.),4.0,GETIR,41.0082,28.9784,ISTANBUL
577,Aloha Burger & Kitchen (Kavaklıdere Mah.),4.5,GETIR,39.9334,32.8597,ANKARA
578,"The Italian Cut Pizza, Bahçelievler (3. Cad.)",4.8,GETIR,39.9334,32.8597,ANKARA
579,"Elazığ Kilo Mangal Kebap&Döner Lahmacun, Merkez (Akpınar Mah.)",3.5,GETIR,38.6748,39.2225,ELAZIĞ
580,Meşhur Adıyaman Çiğ Köftecisi Ömer Aybak (Abidinpaşa Mah.),4.0,GETIR,39.9334,32.8597,ANKARA
581,Çarkçıoğlu Künefe,3.4,YEMEK_SEPETI,41.0082,28.9784,ISTANBUL
582,"Arte Burger, Çankaya (Muhsin Ertuğrul Mah.)",4.8,GETIR,39.9334,32.8597,ANKARA
583,Sirius Kahvaltı & Sandwich (Seyyid Ömer Mah.),4.9,GETIR,41.0082,28.9784,ISTANBUL
584,Gazze Falafel,3.4,YEMEK_SEPETI,41.0082,28.9784,ISTANBUL
585,"Kral 23 Köfte & Döner , Merkez (İzzet Paşa Mah.)",4.7,GETIR,38.6748,39.2225,ELAZIĞ
586,"Babacan Sokak Lezzetleri, Mamak (Tuzluçayır Mah.)",4.0,GETIR,39.9334,32.8597,ANKARA
587,Özer Çeşme Pide Fırını,2.8,YEMEK_SEPETI,38.6748,39.2225,ELAZIĞ
588,La Pizzeria TT (Etlik Mah.),4.3,GETIR,39.9334,32.8597,ANKARA
589,Levent Börek (Hobyar Mah.),4.2,GETIR,41.0082,28.9784,ISTANBUL
590,"Taşfırın Pidemiz & Döner, Çankaya (Mebusevleri Mah.)",4.4,GETIR,39.9334,32.8597,ANKARA
591,Güven Kilo Et & Mangal & Dürüm,4.5,YEMEK_SEPETI,38.6748,39.2225,ELAZIĞ
592,Bereket Döner,3.1,YEMEK_SEPETI,39.9334,32.8597,ANKARA
593,"Sahra Katık , Merkez (Ataşehir Mah.)",4.2,GETIR,38.6748,39.2225,ELAZIĞ
594,"Şehr-i Aziz Kebap & Lahmacun, Merkez (Doğu Kent Mah.)",4.4,GETIR,38.6748,39.2225,ELAZIĞ
595,"Sayrem, Çankaya (Yukarı Bahçelievler Mah. - 7. Cad.)",4.6,GETIR,39.9334,32.8597,ANKARA
596,"Tarihi Antep Çiğ Köfte, Çankaya (Ön Cebeci Mah.)",4.6,GETIR,39.9334,32.8597,ANKARA
597,Altın Portakal Pide (İskenderpaşa Mah.),4.5,GETIR,41.0082,28.9784,ISTANBUL
598,Ali Haydar Usta (Defterdar Mah.),4.7,GETIR,41.0082,28.9784,ISTANBUL
599,Paşa Döner (Katip Kasım Mah.),3.9,GETIR,41.0082,28.9784,ISTANBUL
600,Papa John's Pizza,4.1,YEMEK_SEPETI,41.0082,28.9784,ISTANBUL
601,"İşler Güçler Izgara & Kokoreç, Çankaya (Bahçelievler Mah.)",4.7,GETIR,39.9334,32.8597,ANKARA
602,Haseki Çobanoğlu (Molla Gürani Mah.),4.6,GETIR,41.0082,28.9784,ISTANBUL
603,SB Döner,3.8,YEMEK_SEPETI,38.6748,39.2225,ELAZIĞ
604,Paşa Kumru,3.8,YEMEK_SEPETI,39.9334,32.8597,ANKARA
605,"Öz Hanedan Kebap, Çankaya (Mebusevleri Mah.)",4.3,GETIR,39.9334,32.8597,ANKARA
606,"Kaymaklava, Çankaya (Barbaros Mah.)",4.4,GETIR,39.9334,32.8597,ANKARA
607,Little Caesars Pizza,3.8,YEMEK_SEPETI,39.9334,32.8597,ANKARA
608,Best Burger (Fatih Mah.),4.7,GETIR,41.0082,28.9784,ISTANBUL
609,"Yeni Dedem Kebap, Altındağ (Örnek Mah.)",4.6,GETIR,39.9334,32.8597,ANKARA
610,Antakya 326 Dürüm (Esatoğlu Mah.),4.6,GETIR,39.9334,32.8597,ANKARA
611,"Pandora Çikolata , Çankaya (Bahçelievler Mah.)",4.4,GETIR,39.9334,32.8597,ANKARA
612,Miço Antep Sofrası (Şehremini Mah.),4.6,GETIR,41.0082,28.9784,ISTANBUL
613,"Elaziz Çiğ Köfte, Merkez (Rüstem Paşa Mah.)",3.7,GETIR,38.6748,39.2225,ELAZIĞ
614," Fantastik Köfte & Burger & Pizza, Çankaya (Tınaztepe Mah. )",4.4,GETIR,39.9334,32.8597,ANKARA
615,As Mevlana Pide,4.3,YEMEK_SEPETI,41.0082,28.9784,ISTANBUL
616,"Çınar Börek, Çankaya (Ön Cebeci Mah.)",4.4,GETIR,39.9334,32.8597,ANKARA
617,"Mersin Tantuni & Kebap Cengiz Usta, Çankaya (Meşrutiyet Mah.)",4.2,GETIR,39.9334,32.8597,ANKARA
618,"Hatay Mix Döner, Merkez (Üniversite Mah.)",4.5,GETIR,38.6748,39.2225,ELAZIĞ
619,Tarihi Mutfak Lokantası (Kocatepe Mah.),4.8,GETIR,39.9334,32.8597,ANKARA
620,Gazi Çiğ Köfte (Zeyrek Mah.),4.8,GETIR,41.0082,28.9784,ISTANBUL
621,Tunus Islak Hamburger (Remzi Oğuz Arık Mah.),4.5,GETIR,39.9334,32.8597,ANKARA
622,"Ankyra Köfte & Kokoreç, Göktürk Mah.",4.7,GETIR,39.9334,32.8597,ANKARA
623,"S'tella Pizza, Çankaya (Bahçelievler Mah.)  ",0.0,GETIR,39.9334,32.8597,ANKARA
624,"Doruk Köfte & Döner, Merkez (Mustafapaşa Mah.)",4.4,GETIR,38.6748,39.2225,ELAZIĞ
625,Ada Burger (Şehremini Mah.)   ,4.9,GETIR,41.0082,28.9784,ISTANBUL
626,"Emmi Döner, Merkez (Çaydaçıra Mah.)",4.3,GETIR,38.6748,39.2225,ELAZIĞ
627,"Cajun Bro, (Demirlibahçe Mah.)",4.6,GETIR,39.9334,32.8597,ANKARA
628,"Meşhur İstanbul Pilavcısı, Çankaya (Kızılay Meşrutiyet Mah.)",4.3,GETIR,39.9334,32.8597,ANKARA
629,"Sr Döner, Çankaya (Cebeci Mah.-Cemal Gürsel Cad.)   ",3.8,GETIR,39.9334,32.8597,ANKARA
630,Antepliler 2 Kebap & Lahmacun (İnönü Mah.),4.6,GETIR,41.0082,28.9784,ISTANBUL
631,"Bursa İskender Kebapçısı, Merkez (Ataşehir Mah.)",4.0,GETIR,38.6748,39.2225,ELAZIĞ
632,Cajun Corner,3.3,YEMEK_SEPETI,41.0082,28.9784,ISTANBUL
633,Süha Döner (Küçükesat),4.7,GETIR,39.9334,32.8597,ANKARA
634,Çelebihan Baklava & Künefe (Piripaşa Mah. ),4.7,GETIR,41.0082,28.9784,ISTANBUL
635,Tan Taş Fırın (Hobyar Mah.),4.3,GETIR,41.0082,28.9784,ISTANBUL
636,Kalite 1 Karadeniz Pideleri (Maltepe Mah.),4.8,GETIR,39.9334,32.8597,ANKARA
637,Pilavcı Nazmi (Seyyid Ömer Mah.),4.1,GETIR,41.0082,28.9784,ISTANBUL
638,"El Ramos Pizza Cafe, Merkez (Cumhuriyet Mah.)",4.5,GETIR,38.6748,39.2225,ELAZIĞ
639,Otantik Kumpir,4.4,YEMEK_SEPETI,39.9334,32.8597,ANKARA
640," Özsüt, Merkez (Sürsürü Mah. - İmam Efendi Bulv.)",4.1,GETIR,38.6748,39.2225,ELAZIĞ
641,"Öncü Döner, Merkez (Nailbey Mah.)",3.6,GETIR,38.6748,39.2225,ELAZIĞ
642,Maydonoz Döner,3.3,YEMEK_SEPETI,38.6748,39.2225,ELAZIĞ
643,"Ciğerci Hakkı Usta, Merkez (Sürsürü Mah.)",4.3,GETIR,38.6748,39.2225,ELAZIĞ
644,"İstanbul Börek Salonu, Merkez (Üniversite Mah.)",4.4,GETIR,38.6748,39.2225,ELAZIĞ
645,"Hmbrgr Homemade Burgers, Bahçelievler (3.Cad.)",4.6,GETIR,39.9334,32.8597,ANKARA
646,Gazze Falafel (Molla Gürani Mah.),4.0,GETIR,41.0082,28.9784,ISTANBUL
647,Pera Thai (Evliya Çelebi Mah.),4.5,GETIR,41.0082,28.9784,ISTANBUL
648,"Kral Tost, Merkez (Cumhuriyet Mah.)",3.4,GETIR,38.6748,39.2225,ELAZIĞ
649,Pizza Lazza,3.9,YEMEK_SEPETI,41.0082,28.9784,ISTANBUL
650,SB Döner Sos,3.5,YEMEK_SEPETI,38.6748,39.2225,ELAZIĞ
651,Ezgi'nin Mutfağı,3.8,YEMEK_SEPETI,39.9334,32.8597,ANKARA
652,"Gizemli Fit Yemekler, Çankaya (Cebeci Mah.)",4.6,GETIR,39.9334,32.8597,ANKARA
653,"Antep Kürek Lahmacun, Çankaya (İncesu Mah)",4.5,GETIR,39.9334,32.8597,ANKARA
654,"Çorbacı Mustafam, Çankaya (Maltepe Mah.)",4.2,GETIR,39.9334,32.8597,ANKARA
655,"Ezber Bozan Burger, Çankaya (Tınaztepe Mah.)",4.3,GETIR,39.9334,32.8597,ANKARA
656,"Battalbey Çiğ Köftecisi, Merkez (Cumhuriyet Mah.)",0.0,GETIR,38.6748,39.2225,ELAZIĞ
657,Nevada Coffee (Aksaray Mah.),4.4,GETIR,41.0082,28.9784,ISTANBUL
658,Patso & Çıtır Tavuk,3.5,YEMEK_SEPETI,41.0082,28.9784,ISTANBUL
659,Otantik Kumpir (Emek Mah.),4.6,GETIR,39.9334,32.8597,ANKARA
660,Öz Namlı Dürüm (Akşemsettin Mah.),3.4,GETIR,41.0082,28.9784,ISTANBUL
661,"Öz Urfa Kebap Sofrası Keçiören, (19 Mayıs Mah.)",4.3,GETIR,39.9334,32.8597,ANKARA
662,"Öz Tescilli Adana Kebapçısı, Merkez (Ataşehir Mah.)",4.6,GETIR,38.6748,39.2225,ELAZIĞ
663,"Çiğköftesim, Çankaya (Muhsin Ertuğrul Mah.)",4.7,GETIR,39.9334,32.8597,ANKARA
664,Maxchicken,3.2,YEMEK_SEPETI,38.6748,39.2225,ELAZIĞ
665,Margaret Bubble Tea & Detox (Camiikebir Mah.),0.0,GETIR,41.0082,28.9784,ISTANBUL
666,"Terra Pizza - Pizza Pizza, Çankaya (Yukarı Bahçelievler Mah.)  ",0.0,GETIR,39.9334,32.8597,ANKARA
667,"Gece Bekçisi Yaşar Usta, Çankaya (Yıldızevler Mah.)",4.3,GETIR,39.9334,32.8597,ANKARA
668,"Domino's Pizza, Merkez (Çarşı Mah.)",4.3,GETIR,38.6748,39.2225,ELAZIĞ
669,Soils Bakery (Dikilitaş Mah.),3.4,GETIR,41.0082,28.9784,ISTANBUL
670,"Mama's Burger & Cajun Chicken, Çankaya (Cebeci Mah.)",4.3,GETIR,39.9334,32.8597,ANKARA
671,"Mocaco Coffee, Bahçelievler (3. Cad.)",4.7,GETIR,39.9334,32.8597,ANKARA
672,"Gurme Kokoreç & Izgara, Merkez (Çaydaçıra Mah.)",3.7,GETIR,38.6748,39.2225,ELAZIĞ
673,Lahmacuncu (Üniversite Mah.),4.6,GETIR,38.6748,39.2225,ELAZIĞ
674,"Chicken Chick, Çankaya (Kavaklıdere Mah.)",4.6,GETIR,39.9334,32.8597,ANKARA
675,"Levent Börek, Merkez (Cumhuriyet Mah.)",3.8,GETIR,38.6748,39.2225,ELAZIĞ
676,"Ankara Simitçisi, Çankaya (Ön Cebeci Mah.)",4.7,GETIR,39.9334,32.8597,ANKARA
677,Kebaphan (Balgat Mah.),4.6,GETIR,39.9334,32.8597,ANKARA
678,Komagene Etsiz Çiğ Köfte (Fakülteler Mah.),4.4,GETIR,39.9334,32.8597,ANKARA
679,Etiler Uludağ Kebapçısı (Etiler Mah.),4.8,GETIR,41.0082,28.9784,ISTANBUL
680,"Urfalı Kebapçı Keko, Altındağ (Zübeyde Hanım Mah. - İskitler)",3.8,GETIR,39.9334,32.8597,ANKARA
681,"Öz Tantuni, Adnan Menderes Mah.",3.7,GETIR,39.9334,32.8597,ANKARA
682,"Dondurma Durağı & Meşhur Adıyaman Çiğ Köftecisi, Mamak (Akdere Mah.)",4.7,GETIR,39.9334,32.8597,ANKARA
683,Değer Pide ve Lahmacun Salonu (Akşemsettin Mah.),4.0,GETIR,41.0082,28.9784,ISTANBUL
684,"Serince Çiğ Köfte, Çankaya (Kurtuluş Mah.)",4.7,GETIR,39.9334,32.8597,ANKARA
685,Kilerde Kebap (Ali Kuşçu Mah.),0.0,GETIR,41.0082,28.9784,ISTANBUL
686,Köfte Ekmek Meşhur Köfteci Yaşar Usta (Mebusevleri Mah.),4.4,GETIR,39.9334,32.8597,ANKARA
687,"Dr. Falafel, Kızılay (Meşrutiyet)",4.4,GETIR,39.9334,32.8597,ANKARA
688,Alaçatı Gözleme & Mantı (Bahçelievler Mah.) ,4.5,GETIR,39.9334,32.8597,ANKARA
689,Domino's Pizza,4.5,YEMEK_SEPETI,38.6748,39.2225,ELAZIĞ
