,name,rating,provider,lat,lon,city
690,Yeşim Patisserie & Cafe (Saraç İshak Mah.),0.0,GETIR,41.0082,28.9784,ISTANBUL
691,Dianka's Croissants (Camiikebir Mah.),4.6,GETIR,41.0082,28.9784,ISTANBUL
692,Yesen Burger (Şehremini Mah.),4.2,GETIR,41.0082,28.9784,ISTANBUL
693,"Çatı Açık Büfe, Çankaya (Fakülteler Mah. - Ankara Üni.)",4.4,GETIR,39.9334,32.8597,ANKARA
694,Pilavcı Mıstık Çankaya (Bahçelievler Mah.),4.5,GETIR,39.9334,32.8597,ANKARA
695,Meşhur Adıyaman Çiğ Köftecisi Ömer Aybak,4.4,YEMEK_SEPETI,39.9334,32.8597,ANKARA
696,"Kermes, Çankaya (Kültür Mah.)",4.3,GETIR,39.9334,32.8597,ANKARA
697,"F & M Chicken & Burger, Mamak (Misket Mah.)",4.3,GETIR,39.9334,32.8597,ANKARA
698,El Ramos Pizza Cafe,4.0,YEMEK_SEPETI,38.6748,39.2225,ELAZIĞ
699,"Ekleristan, Çankaya (Esat Mah.)",4.7,GETIR,39.9334,32.8597,ANKARA
700,30 06 Springfield Yeni Nesil Dürüm (Cumhuriyet Mah.)  ,0.0,GETIR,38.6748,39.2225,ELAZIĞ
701,"Hisar Dürüm Ciğer Şiş, Merkez (Çarşı Mah.)",4.4,GETIR,38.6748,39.2225,ELAZIĞ
702,Çorbacı Hasan Usta (Ulucanlar Cad.),4.4,GETIR,39.9334,32.8597,ANKARA
703,Cesur Pide (Yücetepe Mah.),4.3,GETIR,39.9334,32.8597,ANKARA
704,"Gurme Mutfak Ev Yemekleri, Çankaya (İleri Mah.)",4.3,GETIR,39.9334,32.8597,ANKARA
705,"Burger Wave, Çankaya ( Kavaklıdere )",4.5,GETIR,39.9334,32.8597,ANKARA
706,Şan Lokantası (Şehremini Mah.),4.5,GETIR,41.0082,28.9784,ISTANBUL
707,"Şahin Aspava, Çankaya (Kızılay Mah.)",4.3,GETIR,39.9334,32.8597,ANKARA
708,"Meşhur Adıyaman Çiğ Köftecisi Ömer Aybak, ( Zübeyde Hanım Mah. )",0.0,GETIR,39.9334,32.8597,ANKARA
709,"Köfteci Korkmaz Usta, Merkez (Çaydaçıra Mah.)",4.1,GETIR,38.6748,39.2225,ELAZIĞ
710,"Börekçim, Mamak (Saimekadın Mah.)",4.6,GETIR,39.9334,32.8597,ANKARA
711,Humy Yumy (Molla Gürani Mah.),4.3,GETIR,41.0082,28.9784,ISTANBUL
712,Çapa Döner,3.7,YEMEK_SEPETI,41.0082,28.9784,ISTANBUL
713,Cihan Derya Balık (Kocamustafapaşa Mah.),4.4,GETIR,41.0082,28.9784,ISTANBUL
714,Çapa Merkez Köfte (Şehremini Mah.),4.5,GETIR,41.0082,28.9784,ISTANBUL
715,"Avşaroğlu Pide & Kebap, Altındağ (Örnek Mah.)",4.4,GETIR,39.9334,32.8597,ANKARA
716,"Tonnarello Penne, Fatih (Sururi Mah.)",0.0,GETIR,41.0082,28.9784,ISTANBUL
717,Akdeniz Döner (Akşemsettin Mah.),3.5,GETIR,41.0082,28.9784,ISTANBUL
718,"Alpay Lahmacun, Çankaya (Kızılay Mah.)",4.5,GETIR,39.9334,32.8597,ANKARA
719,"İnci Gurme Fulya, Şişli (Fulya Mah.)",0.0,GETIR,41.0082,28.9784,ISTANBUL
720,Hot Döner,3.9,YEMEK_SEPETI,41.0082,28.9784,ISTANBUL
721,Little Caesars Pizza (Cerrahpaşa Mah.),3.6,GETIR,41.0082,28.9784,ISTANBUL
722,Kate Cafe & Restaurant (Alemdar Mah.),0.0,GETIR,41.0082,28.9784,ISTANBUL
723,"Alo Lahmacuncu, Merkez (Çaydaçıra Mah.)",4.2,GETIR,38.6748,39.2225,ELAZIĞ
724,"Alabama Burger, Çankaya (Muhsin Ertuğrul Mah.)",4.5,GETIR,39.9334,32.8597,ANKARA
725,Donas Döner,3.9,YEMEK_SEPETI,39.9334,32.8597,ANKARA
726,"Il Pollo Del Capo, Altındağ (Hacettepe Mah.)",4.3,GETIR,39.9334,32.8597,ANKARA
727,Tavuk Dünyası (Akşemsettin Mah.),3.9,GETIR,41.0082,28.9784,ISTANBUL
728,"Kral Tantuni, Merkez (Cumhuriyet Mah.)",4.0,GETIR,38.6748,39.2225,ELAZIĞ
729,Domino's Pizza,3.7,YEMEK_SEPETI,41.0082,28.9784,ISTANBUL
730,Dayı Kürek Lahmacun,4.0,YEMEK_SEPETI,39.9334,32.8597,ANKARA
731,"Tadım Pizza, Çankaya (Ayrancı Mah.)",4.6,GETIR,39.9334,32.8597,ANKARA
732,Musa Usta Lahmacun & Pizza,3.8,YEMEK_SEPETI,38.6748,39.2225,ELAZIĞ
733,"SB Burger, Merkez (Yeni Mah.)  ",3.5,GETIR,38.6748,39.2225,ELAZIĞ
734,"Pişti Pizza Makarna, Çankaya (Kültür Mah.)  ",3.8,GETIR,39.9334,32.8597,ANKARA
735,Dianka's Desserts (Camiikebir Mah.),0.0,GETIR,41.0082,28.9784,ISTANBUL
736,"Sokak Köftecisi, Çankaya (Bahçelievler Mah.)",3.7,GETIR,39.9334,32.8597,ANKARA
737,Pizze Nes,3.6,YEMEK_SEPETI,38.6748,39.2225,ELAZIĞ
738,"Adana Fatih Kebap, Beyoğlu (Zeyrek Mah.)",0.0,GETIR,41.0082,28.9784,ISTANBUL
739,"Ankara Kokoreç, Keçiören (Tepebaşı Mah.)  ",0.0,GETIR,39.9334,32.8597,ANKARA
740,"Ünlü Çiğ Köfteci Müslüm Boztaş, Merkez (Yeni Mah.) ",0.0,GETIR,38.6748,39.2225,ELAZIĞ
741,Pizza İl Forno (Yukarı Bahçelievler Mah.),4.6,GETIR,39.9334,32.8597,ANKARA
742,Bowl Green (Ergenekon Mah.)   ,4.1,GETIR,41.0082,28.9784,ISTANBUL
743,"Efsane Katık Dürüm, Çankaya (Fakülteler Mah.)",4.6,GETIR,39.9334,32.8597,ANKARA
744,"Kings Burgers, Çankaya (Seyranbağları Mah.)",4.0,GETIR,39.9334,32.8597,ANKARA
745,Çınar Börek Çankaya (Çamlıtepe Mah.),4.4,GETIR,39.9334,32.8597,ANKARA
746,"Sbarro Pizza, Merkez (Malatya Cad.)",3.0,GETIR,38.6748,39.2225,ELAZIĞ
747,Sayrem,4.1,YEMEK_SEPETI,39.9334,32.8597,ANKARA
748,"Cafe Kıraç, Çankaya (Kocatepe Mah.)",4.7,GETIR,39.9334,32.8597,ANKARA
749,Rahmi Usta Dürümce Kebap (Esatoğlu Mah.),4.4,GETIR,39.9334,32.8597,ANKARA
750,Big Mamma's (Haseki Sultan Mah.)   ,3.5,GETIR,41.0082,28.9784,ISTANBUL
751,"Maxchicken, Merkez (Üniversite Mah.)",3.8,GETIR,38.6748,39.2225,ELAZIĞ
752,"Öykü İskenderun Ateşi, Çankaya (Meşrutiyet Mah.)",4.2,GETIR,39.9334,32.8597,ANKARA
753,Serince Çiğ Köfte,4.6,YEMEK_SEPETI,39.9334,32.8597,ANKARA
754,Kirvem Tantuni & Döner (Mimar Hayrettin Mah.),4.1,GETIR,41.0082,28.9784,ISTANBUL
755,"Komagene Etsiz Çiğ Köfte, Çankaya (Sağlık Mah.)  ",4.3,GETIR,39.9334,32.8597,ANKARA
756,Starbucks® (Hasan Halife Mah.),4.3,GETIR,41.0082,28.9784,ISTANBUL
757,+ Profiterol ve Tatlı Dükkanı (Cihangir Mah.),4.4,GETIR,41.0082,28.9784,ISTANBUL
758,Mırra Kahvaltı Salonu (Seyyid Ömer Mah.),4.3,GETIR,41.0082,28.9784,ISTANBUL
759,"SimSim Baget Sandwich, Çankaya (Kavaklıdere Mah.)",4.2,GETIR,39.9334,32.8597,ANKARA
760,Lily Tatlı & Dondurma (Dikilitaş Mah.),3.9,GETIR,41.0082,28.9784,ISTANBUL
761,İskenderpaşa Pide & Kebap,3.3,YEMEK_SEPETI,41.0082,28.9784,ISTANBUL
762,Öz Pilavcı Kardeşler,3.9,YEMEK_SEPETI,41.0082,28.9784,ISTANBUL
763,Gaziantepli Osmanlı Baklavacısı (Muratpaşa Mah.),4.2,GETIR,41.0082,28.9784,ISTANBUL
764,Öncü Döner,3.7,YEMEK_SEPETI,38.6748,39.2225,ELAZIĞ
765,Duygu Kebap (Ali Kuşçu Mah.),4.3,GETIR,41.0082,28.9784,ISTANBUL
766,Merhaba Pastaneleri (Hocapaşa Mah.),4.3,GETIR,41.0082,28.9784,ISTANBUL
767,"Şehr-i Aziz Çiğ Köfte, Merkez (Rızaiye Mah.)",3.4,GETIR,38.6748,39.2225,ELAZIĞ
768,Maydanoz Mutfak (Cerrahpaşa Mah.),4.6,GETIR,41.0082,28.9784,ISTANBUL
769,Fatih Kıtır Dürüm (Ali Kuşçu Mah.),4.7,GETIR,41.0082,28.9784,ISTANBUL
770,"Tek Tek Sandwich, Çankaya (Kültür Mah.)",4.7,GETIR,39.9334,32.8597,ANKARA
771,Hot Döner,4.1,YEMEK_SEPETI,38.6748,39.2225,ELAZIĞ
772,Nevada Coffee (Hocapaşa Mah.)   ,3.8,GETIR,41.0082,28.9784,ISTANBUL
773,Şimşek Aspava (Bahçelievler Mah.),4.5,GETIR,39.9334,32.8597,ANKARA
774,"Maydonoz Döner, Altındağ (Hacı Bayram Mah.)",4.5,GETIR,39.9334,32.8597,ANKARA
775,"Eyüpoğlu Fırın Cafe & Bistro, Çankaya (Kavaklıdere Mah.)",4.4,GETIR,39.9334,32.8597,ANKARA
776,Urfa'dan Çıtır Lahmacun Pide (Yayla Mah.),4.6,GETIR,41.0082,28.9784,ISTANBUL
777,"Kardak Balıkçılık, Merkez (Abdullah Paşa Mah.)",4.3,GETIR,38.6748,39.2225,ELAZIĞ
778,Babil 63 Pide & Lahmacun (İnönü Mah.),4.6,GETIR,41.0082,28.9784,ISTANBUL
779,"Pınar Köfte, Merkez (Çarşı Mah.)",4.3,GETIR,38.6748,39.2225,ELAZIĞ
780,Domates Pide & Pizza & Waffle,4.1,YEMEK_SEPETI,39.9334,32.8597,ANKARA
781,"Pizzacı Sedat, Çankaya (Yukarı Bahçelievler Mah. - 7. Cad.)",4.5,GETIR,39.9334,32.8597,ANKARA
782,"Dürümle, Çankaya (Barbaros Mah.-Tunalı Hilmi Cad.)",4.3,GETIR,39.9334,32.8597,ANKARA
783,"Elit Kokoreç Şırdan Bumbar Dünyası, Merkez (Yeni 2. Bölge Mah.)",3.7,GETIR,38.6748,39.2225,ELAZIĞ
784,Özbereket (Meşrutiyet Mah.),2.8,GETIR,41.0082,28.9784,ISTANBUL
785,"Köfteci İsa Usta, Çankaya (Ön Cebeci Mah.)",4.5,GETIR,39.9334,32.8597,ANKARA
786,"S.O.S Tatlı, Çankaya (Mebusevleri Mah.)",4.1,GETIR,39.9334,32.8597,ANKARA
787,"İstanbul Lahmacun & Pide & Pizza, Merkez (Kırklar Mah.)",3.6,GETIR,38.6748,39.2225,ELAZIĞ
788,Nevada Coffee,3.8,YEMEK_SEPETI,41.0082,28.9784,ISTANBUL
789,"Adres Köfte & Burger, Çankaya (Tınaztepe Mah.)",3.8,GETIR,39.9334,32.8597,ANKARA
790,"Döner 23 Lahmacun & Pide, Merkez (Üniversite Mah.)",4.5,GETIR,38.6748,39.2225,ELAZIĞ
791,Oburx Döner & Cafe (İşçi Blokları Mah.),4.2,GETIR,39.9334,32.8597,ANKARA
792,Pizza City,4.6,YEMEK_SEPETI,38.6748,39.2225,ELAZIĞ
793,"Çok Tost Annecim, Çankaya (Ön Cebeci Mah.)",4.5,GETIR,39.9334,32.8597,ANKARA
794,"Saloon Burger, Çankaya (Cebeci Mah.)",3.4,GETIR,39.9334,32.8597,ANKARA
795,"Yanar Döner'is, Mamak (Balkiraz Mah.)",4.3,GETIR,39.9334,32.8597,ANKARA
796,Dürüm House (İnönü Mah.),4.7,GETIR,41.0082,28.9784,ISTANBUL
797,Sushico (İstiklal Mah.)   ,4.4,GETIR,41.0082,28.9784,ISTANBUL
798,Hero's Pizza (Hobyar Mah.)   ,3.9,GETIR,41.0082,28.9784,ISTANBUL
799,"Salad Town, Çankaya (Tınaztepe Mah.)",4.4,GETIR,39.9334,32.8597,ANKARA
800,Saloon Burger,2.9,YEMEK_SEPETI,39.9334,32.8597,ANKARA
801,Güneydoğu Pide & Lahmacun (Nişanca Mah.),0.0,GETIR,41.0082,28.9784,ISTANBUL
802,"Archers Burger & Pane, Çankaya (Olgunlar Cad.)",4.6,GETIR,39.9334,32.8597,ANKARA
803,Dönerci Mehmet Chef,2.5,YEMEK_SEPETI,41.0082,28.9784,ISTANBUL
804,Anas Chicken (Molla Gürani Mah.),4.4,GETIR,41.0082,28.9784,ISTANBUL
805,"Bi Sosisli, Fatih (İskenderpaşa Mah.)",4.1,GETIR,41.0082,28.9784,ISTANBUL
806,"Sütlü Tatlı Dünyası, Çankaya (Bademlidere Mah.)",4.3,GETIR,39.9334,32.8597,ANKARA
807,"Patlican Pide & Pizza, Çankaya (Bahçelievler Mah.)",4.7,GETIR,39.9334,32.8597,ANKARA
808,"İstasyon Adıyaman Çiğ Köftecisi, Çankaya (Aşıkpaşa Mah.)",0.0,GETIR,39.9334,32.8597,ANKARA
809,Afilli Pizza (Demirlibahçe Mah.),4.6,GETIR,39.9334,32.8597,ANKARA
810,"Battalbey, Merkez (Yeni 1. Bölge Mah.)",4.8,GETIR,38.6748,39.2225,ELAZIĞ
811,"33 Mersin Tantuni, Merkez (Çaydaçıra Mah.)",4.6,GETIR,38.6748,39.2225,ELAZIĞ
812,"Rakun Pizza & Tatlı, Çankaya (Bahçelievler Mah.)",4.2,GETIR,39.9334,32.8597,ANKARA
813,"Kral Tantuni & Cajun & Burger, Çankaya (Cebeci Mah.)",4.1,GETIR,39.9334,32.8597,ANKARA
814,"Bazlama Dünyası, Çankaya (Göktürk Mah.)",3.9,GETIR,39.9334,32.8597,ANKARA
815,"Gecenin Lord-u, Çankaya (Ön Cebeci Mah.)  ",0.0,GETIR,39.9334,32.8597,ANKARA
816,"Full Pizza, Mamak (Abidinpaşa Mah.)",4.7,GETIR,39.9334,32.8597,ANKARA
817,Sıfır Altı Sokak Lezzetleri,4.4,YEMEK_SEPETI,39.9334,32.8597,ANKARA
818,"Çelebi Antep Baklava & Kadayıf, Keçiören (Etlik Mah.)",4.1,GETIR,39.9334,32.8597,ANKARA
819,Hero's Tatlı (Karagümrük Mah.),0.0,GETIR,41.0082,28.9784,ISTANBUL
820,"Ekspres Tatlı, Çankaya (Esatoğlu Mah.) ",4.2,GETIR,39.9334,32.8597,ANKARA
821,Pasaport Pizza,3.1,YEMEK_SEPETI,38.6748,39.2225,ELAZIĞ
822,"By Tantuni, Altındağ (Yıldıztepe Mah.)  ",4.1,GETIR,39.9334,32.8597,ANKARA
823,"Lahmacuncu, Merkez (Nailbey Mah.)",3.4,GETIR,38.6748,39.2225,ELAZIĞ
